Fare amount;Wind Direction;Humidity;Wind Speed;Temperature;Pressure
7;160;87;3;286;1027
14;205;71;1;286;984
13;262;95;1;279;1022
9;130;78;2;300;1018
13;205;89;1;291;1019
15;293;29;0;275;1017
16;240;93;5;285;995
9;350;40;4;273;1008
9;251;37;1;292;1015
6;191;88;2;296;1009
22;159;60;1;296;1021
10;40;72;4;291;1020
9;247;90;2;279;1030
18;183;71;3;300;1022
13;77;86;1;289;1033
10;330;52;0;296;1014
17;266;95;2;297;1023
20;300;42;7;288;1018
10;130;97;1;293;1018
3;291;83;3;270;1028
23;50;87;3;281;1020
7;348;44;3;288;1037
37;188;57;1;278;1018
22;330;37;8;282;1024
11;170;69;1;288;1022
12;170;71;2;282;1029
8;162;61;2;300;1015
8;260;36;2;281;1024
22;185;93;3;283;1022
15;300;44;7;275;1022
10;300;52;7;264;1022
6;335;68;1;289;1015
6;143;70;2;289;1032
11;21;100;3;277;1020
6;220;29;5;272;1022
43;239;89;2;289;983
6;160;83;6;294;1012
37;0;49;1;294;1023
10;340;36;3;281;1009
8;300;38;8;271;1024
11;84;55;1;290;1012
9;180;87;10;290;1005
11;211;81;3;286;1033
36;220;68;4;269;1013
22;272;50;1;292;1015
17;10;86;2;275;1008
14;270;52;6;276;1008
4;282;80;1;269;1026
12;73;80;1;279;1005
30;308;59;2;310;1016
4;41;78;2;262;1017
9;150;61;5;298;1011
24;236;80;2;280;1016
8;260;86;7;272;1004
41;240;51;6;287;1005
12;40;76;5;285;1026
21;320;63;8;272;1009
10;360;100;1;275;1015
24;139;95;1;276;1037
12;190;93;3;280;1021
34;45;60;0;299;1009
57;140;36;3;292;1026
7;20;63;8;271;1036
11;210;83;4;295;1008
13;240;78;3;295;1010
9;360;70;2;278;1019
9;60;80;9;273;1018
9;303;61;1;303;1035
4;0;70;2;276;1023
8;330;42;6;270;1020
6;244;83;3;268;995
12;230;51;3;273;1015
11;20;55;4;289;1018
12;220;83;1;293;1018
17;318;50;2;279;1026
8;240;87;3;282;1020
5;31;80;4;268;1010
9;160;86;3;280;1026
14;301;84;1;270;1022
49;50;59;2;273;1032
9;195;86;2;289;1035
4;260;45;3;281;1000
10;111;41;3;286;1037
13;346;60;3;281;1033
19;210;57;6;295;1016
7;270;70;7;278;1021
29;315;80;1;254;1025
7;60;39;4;273;1031
6;265;63;3;281;1024
6;360;69;10;275;1028
13;219;94;2;288;1024
19;150;35;2;266;1021
8;312;42;4;281;1010
6;330;64;4;272;1018
16;210;83;6;291;1004
10;303;71;6;281;1024
6;334;79;4;273;1029
3;320;67;4;279;1011
10;253;66;2;296;981
21;323;60;3;271;1033
10;320;64;5;274;1016
17;184;70;1;291;1025
10;340;61;4;260;1035
9;290;24;4;266;1028
31;58;75;1;267;1013
17;352;73;1;291;1016
5;220;69;3;278;1010
14;270;93;1;292;1009
11;290;40;9;284;1013
9;10;25;4;275;1023
6;75;95;1;291;982
16;255;64;2;286;1019
6;254;64;4;274;1034
12;260;45;4;290;1019
9;180;67;2;289;1010
9;290;44;12;276;1005
9;158;76;1;287;1023
6;310;37;5;285;1017
10;0;71;2;285;1026
5;240;73;2;267;1025
5;76;35;1;297;1013
7;292;80;1;278;1008
8;171;93;2;290;1023
12;10;64;1;294;1024
4;137;81;4;284;1022
7;220;34;9;283;1015
5;198;52;4;299;1014
6;255;80;1;277;1020
12;293;80;2;268;1026
9;244;65;3;258;1018
15;35;76;2;264;1029
12;100;80;0;291;1007
10;80;45;2;279;1008
6;313;32;2;288;1003
15;170;68;4;292;1016
7;220;59;5;273;1026
12;312;37;1;300;1022
6;30;86;8;273;1005
22;230;75;2;277;1007
9;320;22;7;288;1008
7;360;51;2;274;1028
7;195;62;2;306;1004
5;170;49;5;293;1016
14;154;74;0;298;1020
12;20;40;5;274;1025
8;20;20;6;289;1024
4;340;86;4;274;1013
7;196;59;4;301;1032
11;20;100;3;275;1016
18;213;80;1;275;1019
14;41;81;3;292;1016
9;50;83;3;296;1011
5;244;100;3;275;1011
13;220;45;4;281;1027
5;206;82;1;294;1020
9;90;71;1;289;988
9;265;63;3;281;1024
14;34;100;1;282;1024
18;268;51;5;289;1012
10;360;59;2;292;1018
17;182;46;2;297;1010
4;60;93;3;277;1017
5;360;42;9;271;1006
5;30;27;5;276;1025
20;100;49;4;293;1015
36;180;69;3;295;1020
7;95;96;2;279;1021
15;0;88;0;296;1020
72;110;70;5;279;1021
12;280;29;4;274;1024
7;30;62;8;269;1039
12;210;38;2;303;1012
8;130;53;2;270;1035
5;231;92;2;276;1015
4;308;66;5;293;1018
7;327;41;4;290;1025
8;190;83;2;299;1008
57;200;74;3;295;1017
5;330;48;8;291;1008
6;213;82;4;279;1012
16;308;53;2;274;1013
6;269;91;1;291;1011
17;198;69;3;300;1022
73;0;93;0;280;1021
8;321;33;1;297;1022
10;170;87;12;289;1002
8;300;62;6;265;1030
7;20;93;9;281;1009
13;162;35;2;297;1019
7;244;56;3;273;998
6;320;77;4;275;1016
9;252;78;1;263;1018
9;60;70;4;278;1030
13;58;70;1;296;1012
39;0;93;0;279;1006
13;180;93;2;286;1002
6;250;50;5;297;1007
19;244;91;3;271;965
5;0;64;0;274;1010
17;127;82;1;292;1020
7;325;50;1;296;1011
6;161;42;1;296;1019
10;315;59;0;303;1023
8;280;36;4;304;1013
25;315;37;5;265;1022
8;170;96;2;293;1026
37;310;39;12;271;1021
12;40;96;0;292;1014
9;330;22;4;288;1018
9;40;92;5;273;1025
8;290;21;10;276;1012
22;346;82;4;276;1013
20;240;72;2;289;1018
12;70;93;4;274;1014
20;336;34;3;289;1007
6;201;80;0;267;1030
7;247;93;1;277;1013
21;210;69;4;295;1012
12;207;82;3;302;1024
11;290;47;8;275;1009
22;50;52;2;279;1027
9;270;43;4;293;1014
8;290;23;8;284;1006
10;200;80;3;284;1035
6;278;100;2;271;1031
9;322;99;3;267;1036
15;0;86;0;274;1027
11;270;61;6;283;1002
9;325;41;4;278;1012
36;315;88;2;285;1019
30;197;56;1;307;1006
23;40;83;6;299;1014
44;0;81;2;283;1007
26;170;88;3;293;1006
23;140;25;4;290;1017
8;310;74;2;270;1019
18;160;85;4;282;1019
24;40;53;2;279;1027
13;284;59;2;259;1031
5;244;80;3;287;1015
13;211;86;2;269;1001
9;70;39;4;272;1033
16;202;94;4;291;1006
4;310;46;5;293;1012
6;10;43;2;280;1030
33;19;82;5;267;1007
9;220;63;4;288;1022
10;19;64;1;288;1019
8;300;93;2;283;1005
9;10;31;3;279;1016
11;190;42;5;291;1016
15;218;89;2;270;1021
6;356;83;1;286;989
10;10;48;4;279;1020
8;307;74;6;273;1030
17;31;68;1;290;1020
11;244;81;3;279;1025
11;257;83;1;295;1010
5;200;74;3;299;1009
10;30;74;1;272;1033
19;282;96;2;294;1025
13;270;57;6;281;1011
25;355;69;2;301;1021
10;251;41;2;295;1021
11;221;57;1;300;982
4;295;41;7;276;1021
10;75;95;1;291;982
7;300;38;11;266;1027
9;220;39;4;270;1031
13;50;54;3;284;1013
7;320;45;12;279;1020
7;220;88;1;291;1022
12;5;60;1;292;1022
12;277;78;1;293;1017
8;20;48;8;266;1033
18;118;82;1;301;1011
8;244;80;3;272;1039
12;198;52;4;299;1014
19;270;32;4;298;1016
15;100;81;6;278;1014
10;306;42;2;288;1004
29;20;82;8;285;1000
6;360;86;4;274;1021
6;200;88;4;296;1016
11;204;56;3;298;1026
8;180;74;5;274;1014
19;282;89;1;282;1013
8;180;82;4;289;1010
17;294;100;2;284;1021
13;160;54;6;288;1024
21;280;32;2;269;1028
13;240;68;1;292;1012
8;170;88;6;291;1008
6;244;64;2;272;1017
11;260;49;5;286;1013
11;330;11;11;289;1012
7;250;40;4;292;1011
8;230;58;4;281;999
9;334;79;4;273;1029
12;276;79;0;296;1005
11;310;49;5;263;1024
8;300;44;1;296;1017
18;210;93;6;288;994
13;197;60;4;301;1020
13;240;57;2;307;1018
6;170;62;12;285;990
11;281;100;4;289;1007
18;244;78;3;285;979
9;263;95;1;279;1015
5;131;95;2;277;1033
7;150;68;3;293;1020
10;350;10;12;288;1012
12;30;87;6;288;1028
19;350;74;5;274;1022
25;220;66;2;282;1018
16;182;95;2;288;1032
57;330;76;5;284;1008
10;202;92;1;290;1024
4;269;96;4;289;1012
5;70;81;2;292;1017
10;220;87;2;285;1002
57;168;74;1;290;1013
58;308;58;2;286;1007
6;334;51;4;283;1007
10;10;71;3;285;1025
11;330;66;6;284;1021
16;222;85;2;270;1018
27;0;87;2;284;1019
12;40;77;4;289;1025
9;173;92;7;293;987
58;299;66;2;278;1033
13;163;70;0;291;1017
6;230;42;3;280;1015
16;67;72;2;283;1007
22;180;88;4;297;1016
16;240;81;2;278;1019
35;350;76;3;280;1006
10;210;48;1;277;1017
11;298;57;8;271;1021
9;310;61;7;281;1022
24;0;89;1;291;1004
19;230;64;2;272;1027
6;187;94;4;294;1013
5;131;65;3;294;1020
21;205;87;1;293;1023
13;175;72;1;281;1033
9;244;61;3;271;982
21;240;87;2;281;1016
17;260;52;9;277;991
22;340;26;2;266;1029
6;135;95;2;289;1011
36;260;44;6;276;1015
9;50;86;4;278;1025
8;340;39;3;290;1014
14;10;60;7;274;1033
15;261;84;2;270;1011
7;160;54;2;298;1020
15;36;96;0;288;1018
6;280;43;6;283;1013
7;300;75;7;277;1014
11;280;49;3;268;1019
29;325;73;4;267;1042
15;50;81;3;284;1023
28;276;46;4;281;1007
4;244;80;3;266;1034
5;300;39;7;300;1011
6;360;69;3;293;1012
9;0;65;2;278;1013
20;88;72;2;270;1027
5;126;99;1;286;1016
6;60;36;2;300;1022
9;280;35;2;268;1032
8;340;52;8;279;1019
5;98;70;6;282;1041
12;70;58;4;286;1023
11;140;67;4;289;1015
10;244;50;3;284;1011
9;50;93;10;275;1008
11;244;71;3;276;981
15;50;70;3;285;993
6;305;90;2;272;1009
15;340;45;4;281;1027
9;40;66;3;284;1013
10;300;41;2;299;1016
9;310;58;3;282;1012
10;197;77;2;294;1031
8;270;55;3;274;1021
4;9;76;3;269;1031
15;259;46;1;303;982
7;50;93;1;290;1019
9;260;56;4;294;1011
6;290;40;4;278;1022
8;224;91;2;294;1021
19;50;65;5;280;1029
5;30;69;4;274;1023
7;30;100;2;280;1007
8;220;53;3;267;1030
6;201;66;1;281;1041
4;30;75;2;274;1023
7;286;45;4;281;1005
15;207;92;3;285;1015
18;290;49;6;270;1021
4;260;57;7;288;1012
6;0;85;0;268;1017
16;231;92;1;272;1013
9;245;88;2;296;1015
8;236;28;2;295;1021
11;211;74;0;272;1024
5;270;65;3;290;1012
5;45;100;0;288;1006
11;300;94;2;272;1025
6;300;57;7;282;1004
9;220;36;5;282;1015
3;270;45;7;278;1012
9;0;70;0;274;1028
10;40;63;4;291;1020
21;244;80;3;275;1015
14;170;56;1;290;1022
5;30;100;2;277;1029
7;70;56;2;277;1037
8;260;41;6;267;1011
9;290;32;7;291;1011
35;296;60;4;284;1028
8;0;88;1;294;1006
34;257;83;1;295;1010
14;290;50;4;298;1012
16;302;64;4;258;1021
11;244;84;3;277;975
5;218;60;1;305;1019
10;271;79;2;265;1020
8;153;49;1;306;1015
15;30;73;5;293;1024
7;277;80;1;268;1015
8;296;56;0;290;1019
7;330;64;3;272;1026
11;70;63;4;289;1025
7;244;69;3;275;981
10;263;71;1;269;1009
14;150;87;1;282;1017
9;180;72;4;290;1031
21;30;63;1;290;1014
7;31;75;2;295;981
14;99;95;1;286;1019
22;160;35;3;302;1021
46;172;67;2;276;1022
7;303;66;5;281;1013
5;207;70;1;292;1025
5;326;52;2;284;1007
8;80;93;1;291;1014
57;290;67;5;266;1020
12;340;58;2;287;1015
13;244;55;3;267;988
6;322;84;2;276;1035
8;260;34;9;284;1006
9;135;79;1;292;989
8;190;68;5;290;1017
12;260;37;4;284;1016
6;330;42;5;268;1024
6;300;40;12;273;1016
9;200;65;3;298;1006
9;183;75;4;288;1030
5;287;59;2;299;1018
7;260;24;10;286;1010
6;214;80;1;292;1012
5;193;72;0;281;1015
5;244;94;3;273;965
23;300;35;6;260;1024
6;244;75;3;282;989
5;320;55;6;274;1008
11;50;86;4;275;1033
12;214;87;1;280;1023
6;10;68;3;271;1012
14;10;48;4;279;1020
28;0;32;0;270;1025
7;130;94;1;296;1002
7;209;98;2;296;1023
7;330;86;6;271;1009
7;199;76;1;256;1016
20;170;88;2;294;1024
17;131;66;3;294;1020
27;244;30;3;278;998
17;295;83;4;263;1032
16;248;80;1;286;1002
22;330;57;3;282;1017
10;34;83;0;291;1016
7;0;35;2;293;1017
8;71;88;2;270;1041
9;347;57;1;282;1015
11;46;75;0;297;1011
20;180;88;3;294;1001
11;0;45;1;280;1014
29;170;88;2;289;1025
12;202;62;4;304;1022
5;150;48;2;301;1019
11;244;40;3;283;976
10;50;88;3;294;1018
8;300;91;2;272;1025
23;80;32;2;301;1018
10;231;75;2;288;1036
10;180;88;6;291;1009
17;250;66;2;282;1018
12;65;88;4;276;1013
51;50;93;3;286;1013
8;235;84;3;282;1013
15;290;82;2;289;1020
10;344;66;1;301;1007
11;300;39;10;281;1018
17;267;36;2;291;1027
15;50;87;4;287;1020
21;310;52;7;277;1006
9;10;55;4;273;1019
13;50;56;3;277;1027
8;103;99;2;293;1020
18;0;50;0;268;1020
17;104;90;3;292;1029
12;40;93;5;285;1015
7;330;64;5;274;1020
23;260;69;4;275;1015
9;190;26;4;286;1021
20;218;87;2;279;1029
5;82;99;1;271;1010
4;0;87;2;284;1007
10;8;43;1;292;988
10;50;87;7;278;1009
9;334;44;0;295;1013
8;270;48;6;278;1011
9;280;42;4;281;1016
9;197;97;0;290;1020
8;50;86;12;272;1003
5;244;83;3;284;977
5;260;66;4;285;998
35;275;88;4;296;1004
29;315;80;1;254;1025
8;10;72;4;274;1022
6;20;77;4;289;1024
19;244;80;3;284;1022
5;273;80;4;277;1017
13;202;42;1;292;1022
12;212;44;0;298;1019
9;170;55;6;291;1016
8;230;52;7;280;1028
10;158;74;2;284;1034
12;193;79;1;269;1032
3;300;76;2;284;1017
5;80;72;3;292;1014
11;208;83;2;293;1020
6;50;100;3;280;1022
15;260;60;3;294;1007
16;255;87;3;295;1015
35;314;77;6;278;1023
15;55;49;2;289;1026
5;313;82;1;274;1022
15;240;58;5;300;1010
16;46;79;3;284;988
7;279;55;2;266;1030
6;206;94;2;289;1020
34;299;69;2;296;1025
6;142;59;2;299;1018
6;45;80;1;268;1009
15;80;42;2;281;1029
11;300;39;3;281;1027
10;175;89;1;295;1011
8;20;63;4;288;1023
9;244;65;3;269;1002
9;300;45;11;281;1016
19;20;73;3;267;1032
14;120;93;6;290;1011
8;350;86;4;276;1007
8;140;56;4;281;1040
11;180;37;5;294;1016
5;244;80;3;284;1022
5;320;42;9;270;1016
39;213;55;5;285;1030
9;30;62;5;284;1012
4;125;64;1;297;1016
6;350;77;9;274;1017
13;316;74;4;271;1010
12;262;80;3;278;1023
5;320;96;4;268;1036
13;267;65;4;294;1020
9;330;76;4;283;1018
13;180;67;3;284;1015
12;130;37;5;286;1012
8;250;82;1;283;1015
7;18;41;3;295;1015
25;235;57;0;294;1012
15;0;48;0;280;1032
12;322;77;3;290;1008
8;340;74;4;274;1016
9;250;28;8;302;1012
11;114;70;0;287;1023
8;240;57;3;287;1020
10;285;51;1;299;1011
8;202;73;1;271;1015
4;273;40;0;283;1011
12;40;100;5;274;1023
12;170;48;3;303;1010
14;320;54;9;269;1024
9;20;93;1;288;1022
14;170;51;5;299;1014
8;0;42;1;292;1023
11;158;73;4;298;1020
7;244;41;3;284;984
15;270;39;7;272;1014
9;187;88;1;300;1008
40;209;68;2;291;983
5;196;99;3;295;979
14;337;79;3;271;1038
6;230;37;3;286;1012
6;249;84;3;280;1015
14;0;42;0;281;1016
5;310;40;7;274;1022
10;160;82;4;292;1006
12;301;63;2;303;1035
7;60;80;5;277;1020
20;220;69;4;296;1017
30;150;78;2;295;1017
6;10;87;1;278;1024
11;320;43;8;285;1015
4;280;28;6;287;1015
20;42;98;0;291;1012
38;0;88;2;291;1005
30;0;93;0;287;1019
8;270;34;2;284;1012
10;241;60;1;285;1040
57;20;87;4;286;1019
7;173;54;1;303;1017
34;60;87;4;281;1020
13;244;95;3;274;989
6;40;77;1;287;1023
6;251;25;4;279;1031
11;270;57;2;284;1024
7;297;92;3;296;1024
8;200;52;1;299;1015
7;360;65;3;279;1019
8;170;68;10;293;1009
3;200;48;5;290;1005
31;199;66;3;303;980
13;0;60;1;292;1020
12;340;67;2;288;1021
4;272;83;1;286;1018
7;309;78;2;285;1019
8;325;79;2;294;1010
5;10;56;2;262;1021
15;246;56;3;303;1014
6;260;38;5;278;1011
8;240;48;7;300;1008
22;289;43;1;298;1026
5;305;46;5;271;1033
8;250;37;4;286;1011
8;170;93;6;289;1001
12;0;86;0;276;1020
14;100;44;3;276;1021
7;180;73;3;294;1011
13;170;81;5;278;1010
22;354;80;2;276;1012
9;270;56;2;294;1016
18;310;49;4;281;1020
18;316;74;4;271;1010
6;332;95;3;292;1008
11;190;88;2;295;1015
27;111;97;2;286;1017
4;260;37;4;273;1027
6;240;45;4;282;1027
14;260;81;2;267;1011
22;233;62;2;295;1028
7;200;52;1;299;1015
16;200;62;2;281;1015
6;320;81;4;282;1008
31;150;69;3;302;1011
5;360;44;4;268;1033
13;350;48;4;277;1028
16;250;64;2;298;981
12;130;80;1;272;1015
6;50;93;4;286;1020
6;0;66;2;294;1019
14;248;65;2;298;1020
8;80;88;3;295;1018
58;285;79;2;289;1012
6;240;58;3;282;1019
4;208;57;4;293;1036
8;315;25;3;279;1021
14;167;93;2;290;1023
11;20;81;4;279;1016
8;230;54;8;296;1009
6;30;83;1;294;1020
6;0;48;0;275;1025
6;320;44;4;296;1014
19;0;87;0;278;1016
23;288;79;2;292;1019
9;40;100;2;264;1027
5;280;58;3;262;1022
7;40;66;2;285;1018
7;50;65;4;278;1028
5;50;29;2;284;1035
8;141;94;3;293;982
7;300;57;9;267;1013
57;244;71;3;268;1034
7;166;95;1;292;1009
5;241;67;1;301;1012
10;270;70;7;278;1021
7;20;62;4;283;1022
14;10;93;1;280;999
18;70;58;4;286;1023
5;70;52;2;278;1024
7;45;79;5;271;1015
4;0;86;0;281;1018
9;320;70;2;281;1003
34;180;43;3;282;1022
9;209;91;3;269;1025
11;316;74;4;271;1010
13;271;58;9;271;1016
10;250;65;3;278;1009
10;276;66;1;277;1040
39;190;77;5;290;1005
8;210;88;1;293;1021
8;87;80;3;279;1038
6;40;45;3;282;1031
5;265;63;3;281;1024
6;290;57;6;283;1016
14;324;75;4;283;995
9;320;49;9;281;1021
6;277;98;3;276;1038
12;120;35;2;301;1020
13;258;84;2;276;1025
7;163;70;0;291;1017
6;338;57;1;305;1013
7;280;54;6;284;1001
8;217;80;2;275;1016
17;165;80;2;288;1011
11;294;38;2;297;1016
7;240;83;4;299;1014
11;310;38;7;294;1015
6;282;33;2;273;1028
14;72;91;4;278;1041
9;230;54;7;287;1004
23;0;69;0;277;1020
5;0;93;0;277;1005
7;330;44;4;276;1035
15;330;30;6;287;1019
4;164;77;0;297;1016
10;94;69;6;282;1041
5;0;64;0;270;1013
17;217;41;1;290;1022
12;20;52;4;280;1024
9;185;57;5;305;1011
11;310;46;5;293;1012
7;350;45;4;279;1027
7;310;25;9;276;1011
8;317;97;0;291;1009
13;244;84;3;275;966
5;340;32;5;269;1011
8;306;69;2;265;1021
8;130;43;3;291;1022
43;14;80;1;277;1014
11;167;74;1;289;1013
4;30;85;1;275;1030
31;30;78;3;297;1012
14;70;76;1;280;1023
5;350;53;2;289;1018
5;302;26;7;275;1011
6;250;55;9;290;996
12;330;30;8;286;1018
15;320;44;8;276;1021
7;279;85;1;262;1026
6;340;49;6;279;1029
20;186;81;2;294;1016
10;308;77;3;269;1007
6;0;27;2;284;1030
55;320;31;2;295;1004
5;10;59;3;276;1025
9;320;28;7;300;1013
11;50;41;5;287;1031
33;209;87;2;296;977
3;290;93;2;283;1006
8;220;34;6;284;1017
27;309;46;1;271;1037
5;306;63;2;266;1018
12;220;64;4;292;1004
7;300;58;8;271;1007
7;305;60;7;281;1026
15;117;68;0;304;1019
52;205;89;3;284;1033
12;165;66;2;302;1001
32;27;98;0;289;1018
30;310;45;3;288;1009
5;128;80;2;259;1018
29;150;39;3;299;1019
10;321;48;1;296;1012
13;277;80;1;258;1033
11;76;80;6;290;1037
8;270;66;9;282;1009
8;120;57;2;295;1017
7;223;67;2;281;1024
8;60;80;10;273;1022
14;230;44;4;294;1010
5;55;39;3;272;1032
22;340;41;2;277;1029
13;4;96;2;295;1009
6;246;56;3;303;1014
19;176;33;2;302;1018
8;91;100;3;277;1050
8;270;33;3;294;1015
12;160;87;3;286;1027
15;244;80;3;273;1026
10;80;73;5;295;1015
8;30;77;1;287;1023
14;167;47;2;284;1042
18;130;60;2;292;1017
7;320;56;5;294;1015
8;245;43;3;303;1021
6;230;45;3;281;1015
4;273;69;1;254;1012
23;230;46;4;303;1018
12;198;73;1;278;1041
4;49;95;1;276;1010
8;260;43;5;294;1014
17;239;94;4;300;1009
8;142;50;1;296;1012
8;200;87;3;287;1005
8;350;41;6;278;1025
9;177;80;3;277;1039
15;302;55;1;276;1021
14;75;53;1;299;1016
8;150;35;2;270;1028
9;170;83;6;298;1010
5;0;93;0;287;1019
52;157;88;1;290;1015
12;140;71;5;284;1023
8;101;70;1;289;1017
12;252;75;2;258;1006
8;47;95;1;276;1014
6;340;61;2;284;1018
5;8;100;3;263;1038
12;300;22;9;283;1015
14;60;88;7;288;1011
10;308;76;2;265;1021
4;280;66;6;282;1003
5;229;81;2;274;1018
11;186;88;1;292;1017
10;90;70;1;290;1013
12;320;32;9;276;1026
11;300;58;4;283;1017
15;6;85;2;268;1029
5;299;87;1;282;1015
33;77;86;1;289;1033
17;72;58;2;294;1021
3;300;57;5;266;1014
10;120;93;9;283;1005
6;225;83;1;271;1017
8;40;75;4;297;1012
9;180;93;2;286;1014
11;26;73;2;292;1035
46;330;58;6;271;1010
4;200;53;1;281;1019
17;241;93;2;295;1017
16;280;33;10;297;1014
4;322;72;4;269;1016
11;0;64;2;294;1019
11;209;95;2;284;1005
14;74;95;4;278;1041
7;266;48;2;300;981
10;211;100;1;289;1012
15;340;83;1;297;1010
14;193;44;3;300;1030
6;295;47;5;276;1019
12;40;66;3;284;1013
14;288;51;2;280;1017
5;341;49;1;300;1020
10;288;88;1;286;1021
14;48;96;2;295;1012
9;300;52;5;278;1012
11;297;48;0;282;1011
52;290;64;2;278;1018
9;40;86;6;273;1007
21;244;90;3;266;985
4;220;78;4;296;1016
5;113;82;1;290;1021
23;80;29;5;272;1023
37;328;78;1;296;1024
8;249;97;2;292;1020
57;290;55;4;275;1015
12;20;59;5;287;1020
10;310;67;6;288;1022
5;322;32;5;292;1028
37;330;58;1;281;1018
7;275;77;3;292;1009
11;40;26;1;285;1017
15;330;84;3;276;1046
7;180;76;5;284;1017
7;220;76;1;255;1018
4;244;63;3;289;988
7;135;51;0;276;1023
18;137;86;0;288;1017
13;40;63;5;271;1024
7;220;60;6;294;1010
9;260;30;9;285;1017
6;150;30;2;293;1022
14;330;46;9;281;1008
9;0;75;0;276;1018
17;282;71;1;296;1021
15;60;81;8;278;1012
57;320;56;3;278;1016
26;330;91;1;297;1011
38;230;80;2;275;1021
14;179;54;4;301;1022
10;253;62;8;272;1024
6;244;68;3;279;1036
11;38;38;1;300;1015
8;22;71;4;281;993
10;318;85;2;280;986
25;152;62;2;296;1023
11;170;93;5;291;1005
6;299;77;1;285;1016
25;200;52;4;277;1017
5;120;65;1;299;1022
7;300;45;7;280;1017
20;120;68;4;291;1020
6;239;75;2;297;1016
3;0;41;3;286;1015
5;9;75;1;304;1022
7;208;82;2;293;1020
5;30;65;3;279;1024
7;170;93;3;286;1020
20;170;88;2;296;1018
48;150;83;2;294;1019
11;50;93;9;289;1004
35;290;59;8;275;1005
10;123;84;1;291;997
8;201;84;2;269;1005
7;120;64;3;275;1026
5;270;32;4;298;1016
11;300;32;6;261;1023
12;312;75;1;260;1020
43;150;93;2;277;1024
11;60;87;5;278;1010
10;244;51;3;278;981
4;270;41;6;289;1004
8;268;93;1;290;1019
6;40;80;1;273;1020
14;310;74;3;266;1020
9;240;77;2;289;1015
17;42;75;0;301;1017
8;50;86;16;277;996
6;300;48;5;286;1010
5;266;53;6;289;1012
6;30;82;2;269;1018
9;300;81;4;272;1019
35;273;74;2;289;1026
7;267;65;5;301;1016
27;60;81;2;285;1022
9;121;100;1;287;1015
18;194;70;4;292;1028
6;212;58;4;289;1006
5;269;64;1;294;1018
11;0;44;0;277;1012
5;320;87;5;281;1005
7;310;36;13;271;1007
4;230;58;3;299;1017
5;174;75;2;302;973
11;320;48;10;279;1011
12;0;13;2;290;1021
8;180;72;2;291;1020
14;110;70;5;278;1020
14;29;78;1;268;1025
19;301;48;3;288;1013
7;220;60;4;279;1018
10;80;94;1;301;1012
10;140;64;7;295;1022
8;280;90;3;272;1006
10;60;73;3;293;1019
5;310;56;6;277;1018
9;0;86;0;279;1029
33;200;83;1;295;1014
11;220;78;5;294;1010
8;303;71;2;300;1008
14;320;55;4;289;1022
7;310;30;5;272;1030
15;170;58;4;298;1013
6;180;77;4;289;1011
22;250;97;2;294;1009
8;148;51;1;281;1017
6;285;51;1;299;1011
15;200;37;2;271;1021
11;244;73;3;271;974
30;245;98;1;274;1022
19;340;50;3;283;1021
10;326;76;3;274;1040
11;170;82;6;291;1009
4;201;84;2;269;1005
37;275;41;5;279;1028
5;260;40;6;272;1019
12;92;61;2;290;1033
9;51;93;2;280;1015
13;317;77;1;286;1016
16;20;72;2;290;1021
46;95;76;3;280;1038
11;99;96;1;286;1018
7;60;74;3;271;1026
10;20;60;5;276;1034
6;134;56;2;299;1018
19;254;69;5;298;1016
10;290;70;2;293;1013
6;226;73;1;255;1038
58;323;63;2;278;1005
10;20;55;4;272;1022
16;193;40;1;298;984
8;150;57;2;281;1026
7;50;87;10;278;1008
5;290;68;5;289;1004
10;186;97;0;286;1021
10;0;45;0;266;1021
13;20;46;3;294;1022
9;310;50;4;283;1016
18;167;50;2;295;1033
8;174;88;0;289;1012
23;170;52;3;289;1020
6;327;54;2;294;976
15;0;30;1;271;1034
8;0;91;0;273;1017
10;225;78;1;298;1017
5;65;88;4;276;1013
6;295;83;4;263;1032
4;199;76;1;256;1016
5;280;93;2;282;1017
3;164;68;2;294;1024
13;200;81;3;278;1017
17;264;56;4;267;1039
37;330;67;5;266;1024
7;50;64;3;296;1019
10;244;60;3;274;995
14;208;92;2;290;1021
10;273;74;2;289;1026
6;222;91;1;270;1027
15;244;77;3;285;979
7;240;77;5;289;1009
7;310;50;4;285;1017
22;244;59;3;278;986
16;170;74;5;299;1010
10;162;48;1;297;984
15;50;61;3;280;1020
9;260;87;3;280;1011
22;280;47;8;276;1001
5;330;25;8;276;1016
8;101;96;2;293;1015
12;270;100;5;267;1026
11;172;99;2;281;1045
8;220;57;1;291;1020
32;20;41;4;278;1035
20;50;71;6;286;1016
6;300;39;10;281;1018
11;298;57;8;271;1021
5;20;56;3;275;1037
4;160;69;4;300;1019
9;0;42;0;281;1016
10;244;37;3;274;1036
9;282;80;1;269;1026
15;295;88;1;269;1022
7;341;54;0;299;1019
7;160;66;12;286;1016
7;209;98;2;296;1022
12;320;56;5;294;1015
20;331;41;0;299;1011
9;232;65;2;272;1023
11;196;78;1;292;1019
6;20;86;3;275;1027
22;211;79;1;261;1040
11;130;93;8;290;1011
12;280;33;10;297;1014
6;10;81;4;283;1006
14;45;79;5;271;1015
11;300;57;14;268;994
13;202;85;3;293;1024
31;207;74;3;304;1023
9;220;31;7;284;1015
8;320;38;4;297;1014
6;140;37;4;276;1016
9;124;65;3;296;1020
14;244;80;3;275;1015
